"state","eth","male","age","educ","n"
"HI","Other",0.5,"50-59","HS",19574
"HI","Other",0.5,"50-59","Some college",18346
"HI","Other",0.5,"50-59","4-Year College",10096
"HI","Other",0.5,"50-59","Post-grad",4158
"HI","Other",0.5,"60-69","No HS",4417
"HI","Other",0.5,"60-69","HS",14342
"HI","Other",0.5,"60-69","Some college",16779
"HI","Other",0.5,"60-69","4-Year College",10571
"HI","Other",0.5,"60-69","Post-grad",4978
"HI","Other",0.5,"70+","No HS",7761
"HI","Other",0.5,"70+","HS",16168
"HI","Other",0.5,"70+","Some college",10197
"HI","Other",0.5,"70+","4-Year College",8075
"HI","Other",0.5,"70+","Post-grad",4409
"HI","Hispanic",-0.5,"18-29","No HS",170
"HI","Hispanic",-0.5,"18-29","HS",1316
"HI","Hispanic",-0.5,"18-29","Some college",1959
"HI","Hispanic",-0.5,"18-29","4-Year College",555
"HI","Hispanic",-0.5,"18-29","Post-grad",159
"HI","Hispanic",-0.5,"30-39","No HS",199
"HI","Hispanic",-0.5,"30-39","HS",757
"HI","Hispanic",-0.5,"30-39","Some college",1266
"HI","Hispanic",-0.5,"30-39","4-Year College",665
"HI","Hispanic",-0.5,"30-39","Post-grad",227
"HI","Hispanic",-0.5,"40-49","No HS",26
"HI","Hispanic",-0.5,"40-49","HS",400
"HI","Hispanic",-0.5,"40-49","Some college",659
"HI","Hispanic",-0.5,"40-49","4-Year College",254
"HI","Hispanic",-0.5,"40-49","Post-grad",314
"HI","Hispanic",-0.5,"50-59","No HS",54
"HI","Hispanic",-0.5,"50-59","HS",622
"HI","Hispanic",-0.5,"50-59","Some college",753
"HI","Hispanic",-0.5,"50-59","4-Year College",355
"HI","Hispanic",-0.5,"50-59","Post-grad",142
"HI","Hispanic",-0.5,"60-69","No HS",14
"HI","Hispanic",-0.5,"60-69","HS",403
"HI","Hispanic",-0.5,"60-69","Some college",293
"HI","Hispanic",-0.5,"60-69","4-Year College",114
"HI","Hispanic",-0.5,"60-69","Post-grad",35
"HI","Hispanic",-0.5,"70+","No HS",216
"HI","Hispanic",-0.5,"70+","HS",223
"HI","Hispanic",-0.5,"70+","Some college",212
"HI","Hispanic",-0.5,"70+","4-Year College",22
"HI","Hispanic",-0.5,"70+","Post-grad",39
"HI","Hispanic",0.5,"18-29","No HS",214
"HI","Hispanic",0.5,"18-29","HS",2443
"HI","Hispanic",0.5,"18-29","Some college",2566
"HI","Hispanic",0.5,"18-29","4-Year College",330
"HI","Hispanic",0.5,"18-29","Post-grad",51
"HI","Hispanic",0.5,"30-39","No HS",102
"HI","Hispanic",0.5,"30-39","HS",1007
"HI","Hispanic",0.5,"30-39","Some college",1528
"HI","Hispanic",0.5,"30-39","4-Year College",468
"HI","Hispanic",0.5,"30-39","Post-grad",274
"HI","Hispanic",0.5,"40-49","No HS",247
"HI","Hispanic",0.5,"40-49","HS",399
"HI","Hispanic",0.5,"40-49","Some college",815
"HI","Hispanic",0.5,"40-49","4-Year College",405
"HI","Hispanic",0.5,"40-49","Post-grad",372
"HI","Hispanic",0.5,"50-59","No HS",213
"HI","Hispanic",0.5,"50-59","HS",340
"HI","Hispanic",0.5,"50-59","Some college",507
"HI","Hispanic",0.5,"50-59","4-Year College",227
"HI","Hispanic",0.5,"50-59","Post-grad",119
"HI","Hispanic",0.5,"60-69","No HS",105
"HI","Hispanic",0.5,"60-69","HS",378
"HI","Hispanic",0.5,"60-69","Some college",431
"HI","Hispanic",0.5,"60-69","4-Year College",182
"HI","Hispanic",0.5,"60-69","Post-grad",40
"HI","Hispanic",0.5,"70+","No HS",88
"HI","Hispanic",0.5,"70+","HS",120
"HI","Hispanic",0.5,"70+","Some college",308
"HI","Hispanic",0.5,"70+","4-Year College",20
"HI","Hispanic",0.5,"70+","Post-grad",159
"ID","White",-0.5,"18-29","No HS",8473
"ID","White",-0.5,"18-29","HS",27687
"ID","White",-0.5,"18-29","Some college",47654
"ID","White",-0.5,"18-29","4-Year College",14756
"ID","White",-0.5,"18-29","Post-grad",2267
"ID","White",-0.5,"30-39","No HS",3712
"ID","White",-0.5,"30-39","HS",19638
"ID","White",-0.5,"30-39","Some college",34373
"ID","White",-0.5,"30-39","4-Year College",20967
"ID","White",-0.5,"30-39","Post-grad",6875
"ID","White",-0.5,"40-49","No HS",3654
"ID","White",-0.5,"40-49","HS",18817
"ID","White",-0.5,"40-49","Some college",31122
"ID","White",-0.5,"40-49","4-Year College",18734
"ID","White",-0.5,"40-49","Post-grad",8494
"ID","White",-0.5,"50-59","No HS",5054
"ID","White",-0.5,"50-59","HS",25068
"ID","White",-0.5,"50-59","Some college",38489
"ID","White",-0.5,"50-59","4-Year College",15870
"ID","White",-0.5,"50-59","Post-grad",6890
"ID","White",-0.5,"60-69","No HS",3875
"ID","White",-0.5,"60-69","HS",23614
"ID","White",-0.5,"60-69","Some college",36166
"ID","White",-0.5,"60-69","4-Year College",15561
"ID","White",-0.5,"60-69","Post-grad",8513
"ID","White",-0.5,"70+","No HS",9552
"ID","White",-0.5,"70+","HS",31503
"ID","White",-0.5,"70+","Some college",26912
"ID","White",-0.5,"70+","4-Year College",10757
"ID","White",-0.5,"70+","Post-grad",4419
"ID","White",0.5,"18-29","No HS",11227
"ID","White",0.5,"18-29","HS",40317
"ID","White",0.5,"18-29","Some college",41312
"ID","White",0.5,"18-29","4-Year College",11229
"ID","White",0.5,"18-29","Post-grad",1479
"ID","White",0.5,"30-39","No HS",5812
"ID","White",0.5,"30-39","HS",24756
"ID","White",0.5,"30-39","Some college",31454
"ID","White",0.5,"30-39","4-Year College",18083
"ID","White",0.5,"30-39","Post-grad",7770
"ID","White",0.5,"40-49","No HS",5019
"ID","White",0.5,"40-49","HS",21401
"ID","White",0.5,"40-49","Some college",27783
"ID","White",0.5,"40-49","4-Year College",18203
"ID","White",0.5,"40-49","Post-grad",8539
"ID","White",0.5,"50-59","No HS",7216
"ID","White",0.5,"50-59","HS",27223
"ID","White",0.5,"50-59","Some college",30456
"ID","White",0.5,"50-59","4-Year College",14661
"ID","White",0.5,"50-59","Post-grad",8211
"ID","White",0.5,"60-69","No HS",4764
"ID","White",0.5,"60-69","HS",21278
"ID","White",0.5,"60-69","Some college",33407
"ID","White",0.5,"60-69","4-Year College",16497
"ID","White",0.5,"60-69","Post-grad",10161
"ID","White",0.5,"70+","No HS",7515
"ID","White",0.5,"70+","HS",19898
"ID","White",0.5,"70+","Some college",21886
"ID","White",0.5,"70+","4-Year College",11809
"ID","White",0.5,"70+","Post-grad",9873
"ID","Black",-0.5,"18-29","No HS",223
"ID","Black",-0.5,"18-29","HS",311
"ID","Black",-0.5,"18-29","Some college",350
"ID","Black",-0.5,"18-29","4-Year College",0
"ID","Black",-0.5,"18-29","Post-grad",0
"ID","Black",-0.5,"30-39","No HS",63
"ID","Black",-0.5,"30-39","HS",55
"ID","Black",-0.5,"30-39","Some college",22
"ID","Black",-0.5,"30-39","4-Year College",0
"ID","Black",-0.5,"30-39","Post-grad",0
"ID","Black",-0.5,"40-49","No HS",70
"ID","Black",-0.5,"40-49","HS",124
"ID","Black",-0.5,"40-49","Some college",349
"ID","Black",-0.5,"40-49","4-Year College",0
"ID","Black",-0.5,"40-49","Post-grad",24
"ID","Black",-0.5,"50-59","No HS",34
"ID","Black",-0.5,"50-59","HS",100
"ID","Black",-0.5,"50-59","Some college",53
"ID","Black",-0.5,"50-59","4-Year College",0
"ID","Black",-0.5,"50-59","Post-grad",63
"ID","Black",-0.5,"60-69","No HS",0
"ID","Black",-0.5,"60-69","HS",35
"ID","Black",-0.5,"60-69","Some college",29
"ID","Black",-0.5,"60-69","4-Year College",25
"ID","Black",-0.5,"60-69","Post-grad",35
"ID","Black",-0.5,"70+","No HS",30
"ID","Black",-0.5,"70+","HS",0
"ID","Black",-0.5,"70+","Some college",157
"ID","Black",-0.5,"70+","4-Year College",0
"ID","Black",-0.5,"70+","Post-grad",0
"ID","Black",0.5,"18-29","No HS",369
"ID","Black",0.5,"18-29","HS",625
"ID","Black",0.5,"18-29","Some college",1091
"ID","Black",0.5,"18-29","4-Year College",75
"ID","Black",0.5,"18-29","Post-grad",0
"ID","Black",0.5,"30-39","No HS",20
"ID","Black",0.5,"30-39","HS",130
"ID","Black",0.5,"30-39","Some college",188
"ID","Black",0.5,"30-39","4-Year College",116
"ID","Black",0.5,"30-39","Post-grad",10
"ID","Black",0.5,"40-49","No HS",25
"ID","Black",0.5,"40-49","HS",466
"ID","Black",0.5,"40-49","Some college",136
"ID","Black",0.5,"40-49","4-Year College",87
"ID","Black",0.5,"40-49","Post-grad",30
"ID","Black",0.5,"50-59","No HS",26
"ID","Black",0.5,"50-59","HS",55
"ID","Black",0.5,"50-59","Some college",265
"ID","Black",0.5,"50-59","4-Year College",232
"ID","Black",0.5,"50-59","Post-grad",58
"ID","Black",0.5,"60-69","No HS",44
"ID","Black",0.5,"60-69","HS",93
"ID","Black",0.5,"60-69","Some college",101
"ID","Black",0.5,"60-69","4-Year College",65
"ID","Black",0.5,"60-69","Post-grad",61
"ID","Black",0.5,"70+","No HS",4
"ID","Black",0.5,"70+","HS",39
"ID","Black",0.5,"70+","Some college",78
"ID","Black",0.5,"70+","4-Year College",0
"ID","Black",0.5,"70+","Post-grad",126
"ID","Other",-0.5,"18-29","No HS",1210
"ID","Other",-0.5,"18-29","HS",5101
"ID","Other",-0.5,"18-29","Some college",5232
"ID","Other",-0.5,"18-29","4-Year College",664
"ID","Other",-0.5,"18-29","Post-grad",392
"ID","Other",-0.5,"30-39","No HS",777
"ID","Other",-0.5,"30-39","HS",1494
"ID","Other",-0.5,"30-39","Some college",3094
"ID","Other",-0.5,"30-39","4-Year College",1421
"ID","Other",-0.5,"30-39","Post-grad",247
"ID","Other",-0.5,"40-49","No HS",849
"ID","Other",-0.5,"40-49","HS",2157
"ID","Other",-0.5,"40-49","Some college",2049
"ID","Other",-0.5,"40-49","4-Year College",1230
"ID","Other",-0.5,"40-49","Post-grad",500
"ID","Other",-0.5,"50-59","No HS",1114
"ID","Other",-0.5,"50-59","HS",1381
"ID","Other",-0.5,"50-59","Some college",2420
"ID","Other",-0.5,"50-59","4-Year College",549
"ID","Other",-0.5,"50-59","Post-grad",343
"ID","Other",-0.5,"60-69","No HS",703
"ID","Other",-0.5,"60-69","HS",1289
"ID","Other",-0.5,"60-69","Some college",1254
"ID","Other",-0.5,"60-69","4-Year College",592
"ID","Other",-0.5,"60-69","Post-grad",324
"ID","Other",-0.5,"70+","No HS",543
"ID","Other",-0.5,"70+","HS",901
"ID","Other",-0.5,"70+","Some college",960
"ID","Other",-0.5,"70+","4-Year College",538
"ID","Other",-0.5,"70+","Post-grad",202
"ID","Other",0.5,"18-29","No HS",2095
"ID","Other",0.5,"18-29","HS",4154
"ID","Other",0.5,"18-29","Some college",4382
"ID","Other",0.5,"18-29","4-Year College",1110
"ID","Other",0.5,"18-29","Post-grad",127
"ID","Other",0.5,"30-39","No HS",1121
"ID","Other",0.5,"30-39","HS",2251
"ID","Other",0.5,"30-39","Some college",2266
"ID","Other",0.5,"30-39","4-Year College",488
"ID","Other",0.5,"30-39","Post-grad",428
"ID","Other",0.5,"40-49","No HS",1037
"ID","Other",0.5,"40-49","HS",1520
"ID","Other",0.5,"40-49","Some college",2483
"ID","Other",0.5,"40-49","4-Year College",1135
"ID","Other",0.5,"40-49","Post-grad",416
"ID","Other",0.5,"50-59","No HS",1156
"ID","Other",0.5,"50-59","HS",1389
"ID","Other",0.5,"50-59","Some college",1634
"ID","Other",0.5,"50-59","4-Year College",811
"ID","Other",0.5,"50-59","Post-grad",647
"ID","Other",0.5,"60-69","No HS",487
"ID","Other",0.5,"60-69","HS",974
"ID","Other",0.5,"60-69","Some college",1441
"ID","Other",0.5,"60-69","4-Year College",433
"ID","Other",0.5,"60-69","Post-grad",197
"ID","Other",0.5,"70+","No HS",769
"ID","Other",0.5,"70+","HS",684
"ID","Other",0.5,"70+","Some college",516
"ID","Other",0.5,"70+","4-Year College",304
"ID","Other",0.5,"70+","Post-grad",152
"ID","Hispanic",-0.5,"18-29","No HS",1591
"ID","Hispanic",-0.5,"18-29","HS",3485
"ID","Hispanic",-0.5,"18-29","Some college",5454
"ID","Hispanic",-0.5,"18-29","4-Year College",866
"ID","Hispanic",-0.5,"18-29","Post-grad",31
"ID","Hispanic",-0.5,"30-39","No HS",482
"ID","Hispanic",-0.5,"30-39","HS",2629
"ID","Hispanic",-0.5,"30-39","Some college",2623
"ID","Hispanic",-0.5,"30-39","4-Year College",808
"ID","Hispanic",-0.5,"30-39","Post-grad",176
"ID","Hispanic",-0.5,"40-49","No HS",574
"ID","Hispanic",-0.5,"40-49","HS",1326
"ID","Hispanic",-0.5,"40-49","Some college",1844
"ID","Hispanic",-0.5,"40-49","4-Year College",567
"ID","Hispanic",-0.5,"40-49","Post-grad",372
"ID","Hispanic",-0.5,"50-59","No HS",812
"ID","Hispanic",-0.5,"50-59","HS",916
"ID","Hispanic",-0.5,"50-59","Some college",1297
"ID","Hispanic",-0.5,"50-59","4-Year College",276
"ID","Hispanic",-0.5,"50-59","Post-grad",200
"ID","Hispanic",-0.5,"60-69","No HS",568
"ID","Hispanic",-0.5,"60-69","HS",971
"ID","Hispanic",-0.5,"60-69","Some college",569
"ID","Hispanic",-0.5,"60-69","4-Year College",197
"ID","Hispanic",-0.5,"60-69","Post-grad",104
"ID","Hispanic",-0.5,"70+","No HS",621
"ID","Hispanic",-0.5,"70+","HS",474
"ID","Hispanic",-0.5,"70+","Some college",530
"ID","Hispanic",-0.5,"70+","4-Year College",25
"ID","Hispanic",-0.5,"70+","Post-grad",31
"ID","Hispanic",0.5,"18-29","No HS",2262
"ID","Hispanic",0.5,"18-29","HS",5616
"ID","Hispanic",0.5,"18-29","Some college",3940
"ID","Hispanic",0.5,"18-29","4-Year College",731
"ID","Hispanic",0.5,"18-29","Post-grad",32
"ID","Hispanic",0.5,"30-39","No HS",1558
"ID","Hispanic",0.5,"30-39","HS",3219
"ID","Hispanic",0.5,"30-39","Some college",1872
"ID","Hispanic",0.5,"30-39","4-Year College",418
"ID","Hispanic",0.5,"30-39","Post-grad",248
"ID","Hispanic",0.5,"40-49","No HS",931
"ID","Hispanic",0.5,"40-49","HS",1504
"ID","Hispanic",0.5,"40-49","Some college",1196
"ID","Hispanic",0.5,"40-49","4-Year College",800
"ID","Hispanic",0.5,"40-49","Post-grad",137
"ID","Hispanic",0.5,"50-59","No HS",1326
"ID","Hispanic",0.5,"50-59","HS",1428
"ID","Hispanic",0.5,"50-59","Some college",817
"ID","Hispanic",0.5,"50-59","4-Year College",471
"ID","Hispanic",0.5,"50-59","Post-grad",56
"ID","Hispanic",0.5,"60-69","No HS",690
"ID","Hispanic",0.5,"60-69","HS",694
"ID","Hispanic",0.5,"60-69","Some college",409
"ID","Hispanic",0.5,"60-69","4-Year College",207
"ID","Hispanic",0.5,"60-69","Post-grad",71
"ID","Hispanic",0.5,"70+","No HS",418
"ID","Hispanic",0.5,"70+","HS",376
"ID","Hispanic",0.5,"70+","Some college",307
"ID","Hispanic",0.5,"70+","4-Year College",46
"ID","Hispanic",0.5,"70+","Post-grad",77
"IL","White",-0.5,"18-29","No HS",32816
"IL","White",-0.5,"18-29","HS",111227
"IL","White",-0.5,"18-29","Some college",219084
"IL","White",-0.5,"18-29","4-Year College",153898
"IL","White",-0.5,"18-29","Post-grad",38888
"IL","White",-0.5,"30-39","No HS",14161
"IL","White",-0.5,"30-39","HS",71865
"IL","White",-0.5,"30-39","Some college",138406
"IL","White",-0.5,"30-39","4-Year College",148093
"IL","White",-0.5,"30-39","Post-grad",105043
"IL","White",-0.5,"40-49","No HS",15341
"IL","White",-0.5,"40-49","HS",90623
"IL","White",-0.5,"40-49","Some college",151769
"IL","White",-0.5,"40-49","4-Year College",129775
"IL","White",-0.5,"40-49","Post-grad",92996
"IL","White",-0.5,"50-59","No HS",24338
"IL","White",-0.5,"50-59","HS",159424
"IL","White",-0.5,"50-59","Some college",205891
"IL","White",-0.5,"50-59","4-Year College",131586
"IL","White",-0.5,"50-59","Post-grad",79593
"IL","White",-0.5,"60-69","No HS",27108
"IL","White",-0.5,"60-69","HS",157479
"IL","White",-0.5,"60-69","Some college",167873
"IL","White",-0.5,"60-69","4-Year College",92699
"IL","White",-0.5,"60-69","Post-grad",78576
"IL","White",-0.5,"70+","No HS",74182
"IL","White",-0.5,"70+","HS",246673
"IL","White",-0.5,"70+","Some college",138949
"IL","White",-0.5,"70+","4-Year College",67555
"IL","White",-0.5,"70+","Post-grad",45945
"IL","White",0.5,"18-29","No HS",45558
"IL","White",0.5,"18-29","HS",151020
"IL","White",0.5,"18-29","Some college",227612
"IL","White",0.5,"18-29","4-Year College",130581
"IL","White",0.5,"18-29","Post-grad",23142
"IL","White",0.5,"30-39","No HS",21267
"IL","White",0.5,"30-39","HS",103385
"IL","White",0.5,"30-39","Some college",143883
"IL","White",0.5,"30-39","4-Year College",141710
"IL","White",0.5,"30-39","Post-grad",70315
"IL","White",0.5,"40-49","No HS",23109
"IL","White",0.5,"40-49","HS",113866
"IL","White",0.5,"40-49","Some college",146270
"IL","White",0.5,"40-49","4-Year College",125174
"IL","White",0.5,"40-49","Post-grad",74434
"IL","White",0.5,"50-59","No HS",33604
"IL","White",0.5,"50-59","HS",166559
"IL","White",0.5,"50-59","Some college",176217
"IL","White",0.5,"50-59","4-Year College",125571
"IL","White",0.5,"50-59","Post-grad",79955
"IL","White",0.5,"60-69","No HS",27943
"IL","White",0.5,"60-69","HS",132316
"IL","White",0.5,"60-69","Some college",151712
"IL","White",0.5,"60-69","4-Year College",101249
"IL","White",0.5,"60-69","Post-grad",80471
"IL","White",0.5,"70+","No HS",53210
"IL","White",0.5,"70+","HS",137152
"IL","White",0.5,"70+","Some college",95352
"IL","White",0.5,"70+","4-Year College",63055
"IL","White",0.5,"70+","Post-grad",63580
"IL","Black",-0.5,"18-29","No HS",19272
"IL","Black",-0.5,"18-29","HS",50181
"IL","Black",-0.5,"18-29","Some college",80217
"IL","Black",-0.5,"18-29","4-Year College",17483
"IL","Black",-0.5,"18-29","Post-grad",4318
"IL","Black",-0.5,"30-39","No HS",10141
"IL","Black",-0.5,"30-39","HS",27985
"IL","Black",-0.5,"30-39","Some college",48926
"IL","Black",-0.5,"30-39","4-Year College",18564
"IL","Black",-0.5,"30-39","Post-grad",14438
"IL","Black",-0.5,"40-49","No HS",9978
"IL","Black",-0.5,"40-49","HS",29685
"IL","Black",-0.5,"40-49","Some college",48203
"IL","Black",-0.5,"40-49","4-Year College",19042
"IL","Black",-0.5,"40-49","Post-grad",15120
"IL","Black",-0.5,"50-59","No HS",14096
"IL","Black",-0.5,"50-59","HS",31404
"IL","Black",-0.5,"50-59","Some college",51098
"IL","Black",-0.5,"50-59","4-Year College",18177
"IL","Black",-0.5,"50-59","Post-grad",12463
"IL","Black",-0.5,"60-69","No HS",12992
"IL","Black",-0.5,"60-69","HS",25930
"IL","Black",-0.5,"60-69","Some college",36969
"IL","Black",-0.5,"60-69","4-Year College",13077
"IL","Black",-0.5,"60-69","Post-grad",10408
"IL","Black",-0.5,"70+","No HS",24314
"IL","Black",-0.5,"70+","HS",27190
"IL","Black",-0.5,"70+","Some college",24402
"IL","Black",-0.5,"70+","4-Year College",6098
"IL","Black",-0.5,"70+","Post-grad",7504
"IL","Black",0.5,"18-29","No HS",30517
"IL","Black",0.5,"18-29","HS",60595
"IL","Black",0.5,"18-29","Some college",62640
"IL","Black",0.5,"18-29","4-Year College",14678
"IL","Black",0.5,"18-29","Post-grad",2720
"IL","Black",0.5,"30-39","No HS",14184
"IL","Black",0.5,"30-39","HS",32640
"IL","Black",0.5,"30-39","Some college",38517
"IL","Black",0.5,"30-39","4-Year College",13384
"IL","Black",0.5,"30-39","Post-grad",7188
"IL","Black",0.5,"40-49","No HS",12364
"IL","Black",0.5,"40-49","HS",34260
"IL","Black",0.5,"40-49","Some college",36367
"IL","Black",0.5,"40-49","4-Year College",11836
"IL","Black",0.5,"40-49","Post-grad",6953
"IL","Black",0.5,"50-59","No HS",16257
"IL","Black",0.5,"50-59","HS",35447
"IL","Black",0.5,"50-59","Some college",35750
"IL","Black",0.5,"50-59","4-Year College",12252
"IL","Black",0.5,"50-59","Post-grad",6851
"IL","Black",0.5,"60-69","No HS",12327
"IL","Black",0.5,"60-69","HS",22800
"IL","Black",0.5,"60-69","Some college",26374
"IL","Black",0.5,"60-69","4-Year College",8191
"IL","Black",0.5,"60-69","Post-grad",5661
"IL","Black",0.5,"70+","No HS",14650
"IL","Black",0.5,"70+","HS",17986
"IL","Black",0.5,"70+","Some college",12204
"IL","Black",0.5,"70+","4-Year College",3448
"IL","Black",0.5,"70+","Post-grad",3412
"IL","Other",-0.5,"18-29","No HS",10933
"IL","Other",-0.5,"18-29","HS",26561
"IL","Other",-0.5,"18-29","Some college",53993
"IL","Other",-0.5,"18-29","4-Year College",25876
"IL","Other",-0.5,"18-29","Post-grad",8669
"IL","Other",-0.5,"30-39","No HS",7316
"IL","Other",-0.5,"30-39","HS",14796
"IL","Other",-0.5,"30-39","Some college",23707
"IL","Other",-0.5,"30-39","4-Year College",23265
"IL","Other",-0.5,"30-39","Post-grad",15952
"IL","Other",-0.5,"40-49","No HS",10645
"IL","Other",-0.5,"40-49","HS",14654
"IL","Other",-0.5,"40-49","Some college",19121
"IL","Other",-0.5,"40-49","4-Year College",23045
"IL","Other",-0.5,"40-49","Post-grad",15518
"IL","Other",-0.5,"50-59","No HS",11069
"IL","Other",-0.5,"50-59","HS",12623
"IL","Other",-0.5,"50-59","Some college",14680
"IL","Other",-0.5,"50-59","4-Year College",14103
"IL","Other",-0.5,"50-59","Post-grad",8058
"IL","Other",-0.5,"60-69","No HS",12301
"IL","Other",-0.5,"60-69","HS",10341
"IL","Other",-0.5,"60-69","Some college",9704
"IL","Other",-0.5,"60-69","4-Year College",12322
"IL","Other",-0.5,"60-69","Post-grad",5594
"IL","Other",-0.5,"70+","No HS",13672
"IL","Other",-0.5,"70+","HS",7124
"IL","Other",-0.5,"70+","Some college",5439
"IL","Other",-0.5,"70+","4-Year College",7645
"IL","Other",-0.5,"70+","Post-grad",3287
"IL","Other",0.5,"18-29","No HS",16130
"IL","Other",0.5,"18-29","HS",34591
"IL","Other",0.5,"18-29","Some college",50089
"IL","Other",0.5,"18-29","4-Year College",23171
"IL","Other",0.5,"18-29","Post-grad",4468
"IL","Other",0.5,"30-39","No HS",8370
"IL","Other",0.5,"30-39","HS",16889
"IL","Other",0.5,"30-39","Some college",21685
"IL","Other",0.5,"30-39","4-Year College",19120
"IL","Other",0.5,"30-39","Post-grad",12632
"IL","Other",0.5,"40-49","No HS",10583
"IL","Other",0.5,"40-49","HS",16467
"IL","Other",0.5,"40-49","Some college",17698
"IL","Other",0.5,"40-49","4-Year College",16969
"IL","Other",0.5,"40-49","Post-grad",15282
"IL","Other",0.5,"50-59","No HS",11820
"IL","Other",0.5,"50-59","HS",13766
"IL","Other",0.5,"50-59","Some college",14182
"IL","Other",0.5,"50-59","4-Year College",11165
"IL","Other",0.5,"50-59","Post-grad",10307
